what,kind,bundleId,bundleVersion,description,time
activated,view,org.eclipse.jdt.ui,3.6.1.r361_v20100825-0800,"org.eclipse.jdt.ui.PackageExplorer",1581662213201
activated,editor,org.eclipse.jdt.ui,3.6.1.r361_v20100825-0800,"org.eclipse.jdt.ui.CompilationUnitEditor",1581662213378
deactivated,workbench,org.eclipse.ui.workbench,3.6.1.M20100826-1330,"",1581662213646
activated,workbench,org.eclipse.ui.workbench,3.6.1.M20100826-1330,"",1581662286063
executed,command,org.eclipse.ui.workbench.texteditor,3.6.1.r361_v20100714-0800,"org.eclipse.ui.edit.text.select.lineStart",1581662288922
deactivated,workbench,org.eclipse.ui.workbench,3.6.1.M20100826-1330,"",1581662292951
activated,workbench,org.eclipse.ui.workbench,3.6.1.M20100826-1330,"",1581662294647
deactivated,workbench,org.eclipse.ui.workbench,3.6.1.M20100826-1330,"",1581662295734
activated,workbench,org.eclipse.ui.workbench,3.6.1.M20100826-1330,"",1581662299310
deactivated,workbench,org.eclipse.ui.workbench,3.6.1.M20100826-1330,"",1581662308188
activated,workbench,org.eclipse.ui.workbench,3.6.1.M20100826-1330,"",1581662317892
deactivated,workbench,org.eclipse.ui.workbench,3.6.1.M20100826-1330,"",1581662318811
activated,workbench,org.eclipse.ui.workbench,3.6.1.M20100826-1330,"",1581662323200
deactivated,workbench,org.eclipse.ui.workbench,3.6.1.M20100826-1330,"",1581662330574
activated,workbench,org.eclipse.ui.workbench,3.6.1.M20100826-1330,"",1581662335005
deactivated,workbench,org.eclipse.ui.workbench,3.6.1.M20100826-1330,"",1581662337391
activated,workbench,org.eclipse.ui.workbench,3.6.1.M20100826-1330,"",1581662339909
deactivated,workbench,org.eclipse.ui.workbench,3.6.1.M20100826-1330,"",1581662352961
activated,workbench,org.eclipse.ui.workbench,3.6.1.M20100826-1330,"",1581662355965
deactivated,workbench,org.eclipse.ui.workbench,3.6.1.M20100826-1330,"",1581662380095
activated,workbench,org.eclipse.ui.workbench,3.6.1.M20100826-1330,"",1581662386197
deactivated,workbench,org.eclipse.ui.workbench,3.6.1.M20100826-1330,"",1581662387518
activated,workbench,org.eclipse.ui.workbench,3.6.1.M20100826-1330,"",1581662389580
deactivated,workbench,org.eclipse.ui.workbench,3.6.1.M20100826-1330,"",1581662394207
activated,workbench,org.eclipse.ui.workbench,3.6.1.M20100826-1330,"",1581662407222
executed,command,org.eclipse.ui,3.6.1.M20100826-1330,"org.eclipse.ui.edit.delete",1581662413481
activated,view,org.eclipse.jdt.ui,3.6.1.r361_v20100825-0800,"org.eclipse.jdt.ui.PackageExplorer",1581662418414
