what,kind,bundleId,bundleVersion,description,time
activated,workbench,org.eclipse.ui.workbench,3.6.1.M20100826-1330,"",1581487853098
deactivated,workbench,org.eclipse.ui.workbench,3.6.1.M20100826-1330,"",1581487866358
activated,workbench,org.eclipse.ui.workbench,3.6.1.M20100826-1330,"",1581487869496
executed,command,org.eclipse.ui,3.6.1.M20100826-1330,"org.eclipse.ui.edit.delete",1581487869506
deactivated,workbench,org.eclipse.ui.workbench,3.6.1.M20100826-1330,"",1581487883286
closed,editor,org.eclipse.jdt.ui,3.6.1.r361_v20100825-0800,"org.eclipse.jdt.ui.CompilationUnitEditor",1581487887031
activated,workbench,org.eclipse.ui.workbench,3.6.1.M20100826-1330,"",1581487887071
executed,command,org.eclipse.ui,3.6.1.M20100826-1330,"org.eclipse.ui.edit.delete",1581487887099
opened,editor,org.eclipse.jdt.ui,3.6.1.r361_v20100825-0800,"org.eclipse.jdt.ui.CompilationUnitEditor",1581487896554
activated,editor,org.eclipse.jdt.ui,3.6.1.r361_v20100825-0800,"org.eclipse.jdt.ui.CompilationUnitEditor",1581487896611
activated,view,org.eclipse.jdt.ui,3.6.1.r361_v20100825-0800,"org.eclipse.jdt.ui.PackageExplorer",1581487896634
activated,editor,org.eclipse.jdt.ui,3.6.1.r361_v20100825-0800,"org.eclipse.jdt.ui.CompilationUnitEditor",1581487899156
activated,view,org.eclipse.jdt.ui,3.6.1.r361_v20100825-0800,"org.eclipse.jdt.ui.PackageExplorer",1581487912584
deactivated,workbench,org.eclipse.ui.workbench,3.6.1.M20100826-1330,"",1581487920759
activated,workbench,org.eclipse.ui.workbench,3.6.1.M20100826-1330,"",1581487929417
opened,editor,org.eclipse.jdt.ui,3.6.1.r361_v20100825-0800,"org.eclipse.jdt.ui.CompilationUnitEditor",1581487929714
activated,editor,org.eclipse.jdt.ui,3.6.1.r361_v20100825-0800,"org.eclipse.jdt.ui.CompilationUnitEditor",1581487929762
deactivated,workbench,org.eclipse.ui.workbench,3.6.1.M20100826-1330,"",1581487930377
activated,workbench,org.eclipse.ui.workbench,3.6.1.M20100826-1330,"",1581487949785
executed,command,org.eclipse.ui.workbench.texteditor,3.6.1.r361_v20100714-0800,"org.eclipse.ui.edit.text.select.lineStart",1581487957887
deactivated,workbench,org.eclipse.ui.workbench,3.6.1.M20100826-1330,"",1581487973110
activated,workbench,org.eclipse.ui.workbench,3.6.1.M20100826-1330,"",1581487974247
executed,command,org.eclipse.ui,3.6.1.M20100826-1330,"org.eclipse.ui.edit.delete",1581487980155
deactivated,workbench,org.eclipse.ui.workbench,3.6.1.M20100826-1330,"",1581487987973
activated,workbench,org.eclipse.ui.workbench,3.6.1.M20100826-1330,"",1581487990178
deactivated,workbench,org.eclipse.ui.workbench,3.6.1.M20100826-1330,"",1581488004309
activated,workbench,org.eclipse.ui.workbench,3.6.1.M20100826-1330,"",1581488007964
executed,command,,,"AUTOGEN:::org.eclipse.jdt.internal.ui.CompilationUnitEditor.ruler.actions/org.eclipse.jdt.internal.ui.javaeditor.JavaSelectRulerAction",1581488026897
executed,command,,,"AUTOGEN:::org.eclipse.jdt.internal.ui.CompilationUnitEditor.ruler.actions/org.eclipse.jdt.internal.ui.javaeditor.JavaSelectRulerAction",1581488027494
deactivated,workbench,org.eclipse.ui.workbench,3.6.1.M20100826-1330,"",1581488030767
activated,workbench,org.eclipse.ui.workbench,3.6.1.M20100826-1330,"",1581488031675
executed,command,,,"AUTOGEN:::org.eclipse.jdt.internal.ui.CompilationUnitEditor.ruler.actions/org.eclipse.jdt.internal.ui.javaeditor.JavaSelectRulerAction",1581488049430
executed,command,,,"AUTOGEN:::org.eclipse.jdt.internal.ui.CompilationUnitEditor.ruler.actions/org.eclipse.jdt.internal.ui.javaeditor.JavaSelectRulerAction",1581488050260
deactivated,workbench,org.eclipse.ui.workbench,3.6.1.M20100826-1330,"",1581488060845
activated,workbench,org.eclipse.ui.workbench,3.6.1.M20100826-1330,"",1581488061025
executed,command,,,"AUTOGEN:::org.eclipse.jdt.internal.ui.CompilationUnitEditor.ruler.actions/org.eclipse.jdt.internal.ui.javaeditor.JavaSelectRulerAction",1581488066168
executed,command,,,"AUTOGEN:::org.eclipse.jdt.internal.ui.CompilationUnitEditor.ruler.actions/org.eclipse.jdt.internal.ui.javaeditor.JavaSelectRulerAction",1581488071868
deactivated,workbench,org.eclipse.ui.workbench,3.6.1.M20100826-1330,"",1581488074158
activated,workbench,org.eclipse.ui.workbench,3.6.1.M20100826-1330,"",1581488074968
deactivated,workbench,org.eclipse.ui.workbench,3.6.1.M20100826-1330,"",1581488075445
activated,workbench,org.eclipse.ui.workbench,3.6.1.M20100826-1330,"",1581488080203
deactivated,workbench,org.eclipse.ui.workbench,3.6.1.M20100826-1330,"",1581488080625
activated,workbench,org.eclipse.ui.workbench,3.6.1.M20100826-1330,"",1581488081460
deactivated,workbench,org.eclipse.ui.workbench,3.6.1.M20100826-1330,"",1581488162787
activated,workbench,org.eclipse.ui.workbench,3.6.1.M20100826-1330,"",1581488164287
executed,command,org.eclipse.ui,3.6.1.M20100826-1330,"org.eclipse.ui.edit.text.contentAssist.proposals",1581488200283
executed,command,org.eclipse.debug.ui,3.6.1.v20100901_r361,"org.eclipse.debug.ui.commands.RunLast",1581488207845
deactivated,workbench,org.eclipse.ui.workbench,3.6.1.M20100826-1330,"",1581488207993
activated,workbench,org.eclipse.ui.workbench,3.6.1.M20100826-1330,"",1581488208529
executed,command,org.eclipse.debug.ui,3.6.1.v20100901_r361,"org.eclipse.debug.ui.commands.RunLast",1581488217512
deactivated,workbench,org.eclipse.ui.workbench,3.6.1.M20100826-1330,"",1581488217669
activated,workbench,org.eclipse.ui.workbench,3.6.1.M20100826-1330,"",1581488217979
executed,command,org.eclipse.ui,3.6.1.M20100826-1330,"org.eclipse.ui.edit.text.contentAssist.contextInformation",1581488222527
executed,command,org.eclipse.ui,3.6.1.M20100826-1330,"org.eclipse.ui.edit.text.contentAssist.proposals",1581488223919
executed,command,org.eclipse.debug.ui,3.6.1.v20100901_r361,"org.eclipse.debug.ui.commands.RunLast",1581488231712
deactivated,workbench,org.eclipse.ui.workbench,3.6.1.M20100826-1330,"",1581488231855
activated,workbench,org.eclipse.ui.workbench,3.6.1.M20100826-1330,"",1581488232315
executed,command,org.eclipse.ui.workbench.texteditor,3.6.1.r361_v20100714-0800,"org.eclipse.ui.edit.text.goto.lineStart",1581488246295
executed,command,org.eclipse.ui,3.6.1.M20100826-1330,"org.eclipse.ui.edit.delete",1581488339302
executed,command,org.eclipse.ui,3.6.1.M20100826-1330,"org.eclipse.ui.edit.delete",1581488339799
executed,command,org.eclipse.ui,3.6.1.M20100826-1330,"org.eclipse.ui.edit.delete",1581488339834
executed,command,org.eclipse.ui,3.6.1.M20100826-1330,"org.eclipse.ui.edit.delete",1581488339867
executed,command,org.eclipse.ui,3.6.1.M20100826-1330,"org.eclipse.ui.edit.delete",1581488339897
executed,command,org.eclipse.ui,3.6.1.M20100826-1330,"org.eclipse.ui.edit.delete",1581488339932
executed,command,org.eclipse.ui,3.6.1.M20100826-1330,"org.eclipse.ui.edit.delete",1581488339964
executed,command,org.eclipse.ui,3.6.1.M20100826-1330,"org.eclipse.ui.edit.delete",1581488339999
executed,command,org.eclipse.ui,3.6.1.M20100826-1330,"org.eclipse.ui.edit.delete",1581488340032
executed,command,org.eclipse.ui,3.6.1.M20100826-1330,"org.eclipse.ui.edit.delete",1581488340064
executed,command,org.eclipse.ui,3.6.1.M20100826-1330,"org.eclipse.ui.edit.delete",1581488340094
executed,command,org.eclipse.ui,3.6.1.M20100826-1330,"org.eclipse.ui.edit.delete",1581488340129
executed,command,org.eclipse.ui,3.6.1.M20100826-1330,"org.eclipse.ui.edit.delete",1581488340164
executed,command,org.eclipse.ui,3.6.1.M20100826-1330,"org.eclipse.ui.edit.delete",1581488340197
executed,command,org.eclipse.ui,3.6.1.M20100826-1330,"org.eclipse.ui.edit.delete",1581488340229
executed,command,org.eclipse.ui,3.6.1.M20100826-1330,"org.eclipse.ui.edit.delete",1581488340844
deactivated,workbench,org.eclipse.ui.workbench,3.6.1.M20100826-1330,"",1581488419918
activated,workbench,org.eclipse.ui.workbench,3.6.1.M20100826-1330,"",1581488528582
deactivated,workbench,org.eclipse.ui.workbench,3.6.1.M20100826-1330,"",1581488539142
activated,workbench,org.eclipse.ui.workbench,3.6.1.M20100826-1330,"",1581488539957
deactivated,workbench,org.eclipse.ui.workbench,3.6.1.M20100826-1330,"",1581488541733
activated,workbench,org.eclipse.ui.workbench,3.6.1.M20100826-1330,"",1581488558903
executed,command,org.eclipse.ui,3.6.1.M20100826-1330,"org.eclipse.ui.edit.text.contentAssist.proposals",1581488577462
executed,command,org.eclipse.ui.workbench.texteditor,3.6.1.r361_v20100714-0800,"org.eclipse.ui.edit.text.goto.lineEnd",1581488581817
executed,command,org.eclipse.ui,3.6.1.M20100826-1330,"org.eclipse.ui.edit.text.contentAssist.proposals",1581488585737
executed,command,org.eclipse.ui.workbench.texteditor,3.6.1.r361_v20100714-0800,"org.eclipse.ui.edit.text.goto.lineEnd",1581488589479
executed,command,org.eclipse.ui,3.6.1.M20100826-1330,"org.eclipse.ui.edit.text.contentAssist.proposals",1581488591927
executed,command,org.eclipse.ui.workbench.texteditor,3.6.1.r361_v20100714-0800,"org.eclipse.ui.edit.text.goto.lineEnd",1581488595247
executed,command,org.eclipse.ui,3.6.1.M20100826-1330,"org.eclipse.ui.edit.text.contentAssist.proposals",1581488599602
executed,command,org.eclipse.ui.workbench.texteditor,3.6.1.r361_v20100714-0800,"org.eclipse.ui.edit.text.goto.lineEnd",1581488602400
executed,command,org.eclipse.ui,3.6.1.M20100826-1330,"org.eclipse.ui.edit.text.contentAssist.proposals",1581488604585
executed,command,org.eclipse.ui.workbench.texteditor,3.6.1.r361_v20100714-0800,"org.eclipse.ui.edit.text.goto.lineEnd",1581488607502
executed,command,org.eclipse.ui,3.6.1.M20100826-1330,"org.eclipse.ui.edit.text.contentAssist.proposals",1581488613887
executed,command,org.eclipse.ui,3.6.1.M20100826-1330,"org.eclipse.ui.edit.text.contentAssist.proposals",1581488645438
executed,command,org.eclipse.ui.workbench.texteditor,3.6.1.r361_v20100714-0800,"org.eclipse.ui.edit.text.goto.lineEnd",1581488655175
executed,command,org.eclipse.ui,3.6.1.M20100826-1330,"org.eclipse.ui.edit.text.contentAssist.proposals",1581488694918
executed,command,org.eclipse.ui.workbench.texteditor,3.6.1.r361_v20100714-0800,"org.eclipse.ui.edit.text.goto.lineEnd",1581488697408
executed,command,org.eclipse.ui,3.6.1.M20100826-1330,"org.eclipse.ui.edit.text.contentAssist.proposals",1581488707459
executed,command,org.eclipse.debug.ui,3.6.1.v20100901_r361,"org.eclipse.debug.ui.commands.RunLast",1581488714041
deactivated,workbench,org.eclipse.ui.workbench,3.6.1.M20100826-1330,"",1581488714206
activated,workbench,org.eclipse.ui.workbench,3.6.1.M20100826-1330,"",1581488714631
activated,view,org.eclipse.ui.console,3.5.0.v20100526,"org.eclipse.ui.console.ConsoleView",1581488724199
activated,editor,org.eclipse.jdt.ui,3.6.1.r361_v20100825-0800,"org.eclipse.jdt.ui.CompilationUnitEditor",1581488732421
executed,command,org.eclipse.ui,3.6.1.M20100826-1330,"org.eclipse.ui.edit.delete",1581488736491
executed,command,org.eclipse.debug.ui,3.6.1.v20100901_r361,"org.eclipse.debug.ui.commands.RunLast",1581488740809
deactivated,workbench,org.eclipse.ui.workbench,3.6.1.M20100826-1330,"",1581488740969
activated,workbench,org.eclipse.ui.workbench,3.6.1.M20100826-1330,"",1581488741316
executed,command,org.eclipse.ui.workbench.texteditor,3.6.1.r361_v20100714-0800,"org.eclipse.ui.edit.text.select.lineStart",1581488752279
executed,command,org.eclipse.ui,3.6.1.M20100826-1330,"org.eclipse.ui.edit.delete",1581488752859
executed,command,org.eclipse.debug.ui,3.6.1.v20100901_r361,"org.eclipse.debug.ui.commands.RunLast",1581488757042
deactivated,workbench,org.eclipse.ui.workbench,3.6.1.M20100826-1330,"",1581488757197
activated,workbench,org.eclipse.ui.workbench,3.6.1.M20100826-1330,"",1581488758097
executed,command,org.eclipse.debug.ui,3.6.1.v20100901_r361,"org.eclipse.debug.ui.commands.RunLast",1581488790257
deactivated,workbench,org.eclipse.ui.workbench,3.6.1.M20100826-1330,"",1581488790390
activated,workbench,org.eclipse.ui.workbench,3.6.1.M20100826-1330,"",1581488791320
executed,command,org.eclipse.ui,3.6.1.M20100826-1330,"org.eclipse.ui.edit.delete",1581488805775
executed,command,org.eclipse.ui,3.6.1.M20100826-1330,"org.eclipse.ui.edit.delete",1581488805922
executed,command,org.eclipse.debug.ui,3.6.1.v20100901_r361,"org.eclipse.debug.ui.commands.RunLast",1581488809695
deactivated,workbench,org.eclipse.ui.workbench,3.6.1.M20100826-1330,"",1581488809820
activated,workbench,org.eclipse.ui.workbench,3.6.1.M20100826-1330,"",1581488810115
executed,command,org.eclipse.ui.workbench.texteditor,3.6.1.r361_v20100714-0800,"org.eclipse.ui.edit.text.select.lineStart",1581488827799
executed,command,org.eclipse.ui,3.6.1.M20100826-1330,"org.eclipse.ui.edit.copy",1581488837439
executed,command,org.eclipse.ui,3.6.1.M20100826-1330,"org.eclipse.ui.edit.paste",1581488839904
executed,command,org.eclipse.ui,3.6.1.M20100826-1330,"org.eclipse.ui.edit.paste",1581488842872
deactivated,workbench,org.eclipse.ui.workbench,3.6.1.M20100826-1330,"",1581488893772
activated,workbench,org.eclipse.ui.workbench,3.6.1.M20100826-1330,"",1581488926996
executed,command,org.eclipse.debug.ui,3.6.1.v20100901_r361,"org.eclipse.debug.ui.commands.RunLast",1581488941959
deactivated,workbench,org.eclipse.ui.workbench,3.6.1.M20100826-1330,"",1581488942139
activated,workbench,org.eclipse.ui.workbench,3.6.1.M20100826-1330,"",1581488942604
executed,command,org.eclipse.ui.workbench.texteditor,3.6.1.r361_v20100714-0800,"org.eclipse.ui.edit.text.select.lineEnd",1581488970327
executed,command,org.eclipse.ui,3.6.1.M20100826-1330,"org.eclipse.ui.edit.delete",1581488971642
executed,command,org.eclipse.ui,3.6.1.M20100826-1330,"org.eclipse.ui.edit.delete",1581488977510
executed,command,org.eclipse.ui,3.6.1.M20100826-1330,"org.eclipse.ui.edit.delete",1581488983390
executed,command,org.eclipse.ui.workbench.texteditor,3.6.1.r361_v20100714-0800,"org.eclipse.ui.edit.text.select.lineEnd",1581488994000
executed,command,org.eclipse.ui.workbench.texteditor,3.6.1.r361_v20100714-0800,"org.eclipse.ui.edit.text.goto.lineStart",1581488994615
executed,command,org.eclipse.ui.workbench.texteditor,3.6.1.r361_v20100714-0800,"org.eclipse.ui.edit.text.select.lineEnd",1581488997080
executed,command,org.eclipse.ui,3.6.1.M20100826-1330,"org.eclipse.ui.edit.delete",1581488997985
executed,command,org.eclipse.ui.workbench.texteditor,3.6.1.r361_v20100714-0800,"org.eclipse.ui.edit.text.select.lineEnd",1581489000368
executed,command,org.eclipse.ui,3.6.1.M20100826-1330,"org.eclipse.ui.edit.delete",1581489000888
executed,command,org.eclipse.ui.workbench.texteditor,3.6.1.r361_v20100714-0800,"org.eclipse.ui.edit.text.select.lineEnd",1581489003673
executed,command,org.eclipse.ui,3.6.1.M20100826-1330,"org.eclipse.ui.edit.delete",1581489004018
executed,command,org.eclipse.ui,3.6.1.M20100826-1330,"org.eclipse.ui.edit.delete",1581489009743
executed,command,org.eclipse.ui.workbench.texteditor,3.6.1.r361_v20100714-0800,"org.eclipse.ui.edit.text.goto.lineEnd",1581489031950
executed,command,org.eclipse.debug.ui,3.6.1.v20100901_r361,"org.eclipse.debug.ui.commands.RunLast",1581489036461
deactivated,workbench,org.eclipse.ui.workbench,3.6.1.M20100826-1330,"",1581489036718
activated,workbench,org.eclipse.ui.workbench,3.6.1.M20100826-1330,"",1581489036938
deactivated,workbench,org.eclipse.ui.workbench,3.6.1.M20100826-1330,"",1581489037371
activated,workbench,org.eclipse.ui.workbench,3.6.1.M20100826-1330,"",1581489193386
activated,view,org.eclipse.jdt.ui,3.6.1.r361_v20100825-0800,"org.eclipse.jdt.ui.PackageExplorer",1581489195878
deactivated,workbench,org.eclipse.ui.workbench,3.6.1.M20100826-1330,"",1581489199258
activated,workbench,org.eclipse.ui.workbench,3.6.1.M20100826-1330,"",1581489211248
opened,editor,org.eclipse.jdt.ui,3.6.1.r361_v20100825-0800,"org.eclipse.jdt.ui.CompilationUnitEditor",1581489211658
activated,editor,org.eclipse.jdt.ui,3.6.1.r361_v20100825-0800,"org.eclipse.jdt.ui.CompilationUnitEditor",1581489211701
executed,command,org.eclipse.ui.workbench.texteditor,3.6.1.r361_v20100714-0800,"org.eclipse.ui.edit.text.select.lineStart",1581489217584
